load_type,file_name,i_max,i_pp,P,i_pp_ratio,i_pp_rms,i_wave_factor,P_F,i_thd,low_hd,i_hm0/i_hm1,i_hm2/i_hm1,i_hm3/i_hm1,i_hm4/i_hm1,i_hm5/i_hm1,i_hm6/i_hm1,i_hm7/i_hm1,i_hp1,i_hp2,i_hp3,i_hp4,i_hp5,i_hp6,i_hp7
CoffeeMachine,CoffeeMachine_2016-07-27T08-23-36 series 300 plus_3,0.018058130796795645,0.032212373428425076,0.11504840723064119,1.275810459575031,6.881652979614383,1.3272131167256198,0.10495863420472813,0.36844803669124887,0.05412655459464005,2.3239073406275867,0.07396398545252547,0.08516242986124856,0.025366050086554973,0.04645580240014514,0.05426944064082821,0.026757989300715285,299.90956259891163,336.6581581525601,285.6964504387716,87.6288755155004,115.07454483724905,314.71059531325136,324.509055036866
CoffeeMachine,CoffeeMachine_2016-07-27T08-23-36 series 300 plus_3,0.018058130796795645,0.032212373428425076,0.11499322448225725,1.275810459575031,6.979100118538604,1.3290464035273464,0.10612227340972698,0.41841294399529905,0.055507809702946484,2.251793611757973,0.04862489390304252,0.1441937482211155,0.02041919583519283,0.07351498631656146,0.016960824581776123,0.04626867711528172,300.5590794939376,339.94231243131736,293.5379416076795,181.06220590742055,125.55456480071598,31.285058851498206,254.30699274017888
CoffeeMachine,CoffeeMachine_2016-07-27T08-23-36 series 300 plus_3,0.018058130796795645,0.032212373428425076,0.11379619280013721,1.275810459575031,7.008546396103167,1.3316218068796437,0.1056667908790043,0.3846725798591401,0.07012323781846658,2.4087663461045383,0.069635485843407,0.04342596281609664,0.12450911773700837,0.06702458948984628,0.06746489798174438,0.06516006818721783,302.76575639248176,260.1478412140737,17.14141014251163,224.1615241296904,128.35881841137672,30.870677267020255,303.24407813285757
CoffeeMachine,CoffeeMachine_2016-07-27T08-23-36 series 300 plus_3,0.018058130796795645,0.032212373428425076,0.11314583105801897,1.275810459575031,6.952205135609985,1.3354138025158158,0.10417194463561942,0.41033135934075055,0.05607573898346315,2.482765771048703,0.04687398278936118,0.1332076590961087,0.11495899594474557,0.051963302211653586,0.05161746639888746,0.08011307328312674,303.1637403689771,314.80445630100354,44.96465847082567,230.72543875081817,113.10096325395065,297.81928074270996,315.9936765997153
CoffeeMachine,CoffeeMachine_2016-07-27T08-23-36 series 300 plus_3,0.018058130796795645,0.032212373428425076,0.12045936566335654,1.275810459575031,6.943706258384081,1.3288624062630507,0.11049527425022036,0.3912899390456985,0.055857859463396844,2.4687282341578145,0.12708601589051424,0.1713865042252252,0.030995592723380642,0.014583500714262785,0.0798041556486647,0.05292356919367184,303.4569028914492,349.46539107512723,32.48340441245788,306.97097170450917,101.39104723773241,350.80450447720693,22.292150691329482
CoffeeMachine,CoffeeMachine_2016-07-27T08-23-36 series 300 plus_3,0.014478978205074643,0.028633220836704075,0.10784276626291739,1.0229426315414112,6.206567328389915,1.3265073740907392,0.09972796848405537,0.40243737375611105,0.07262967683788071,2.5391144797507006,0.11933465386732713,0.11318015401899363,0.04592929324082039,0.04779036084946394,0.08008400751443966,0.06915931342613296,301.19261546542845,9.9645524852084,26.983822923767548,211.54320118783505,49.75167342475595,303.0091985420351,38.90964557430436
CoffeeMachine,CoffeeMachine_2016-07-27T08-23-36 series 300 plus_3,0.018058130796795645,0.032212373428425076,0.10610372203057218,1.275810459575031,6.95591263166463,1.3271490945091273,0.0976551021264908,0.4680842784225815,0.07500922581929002,2.6657715448102395,0.091039901451578,0.11063386250126024,0.03471560196410211,0.05271552532513461,0.08144919628418744,0.10753886925430421,302.29379494575153,342.01129103103665,71.4228537557048,56.35188788016512,8.960650835830165,285.67585563120474,76.3522889744562
CoffeeMachine,CoffeeMachine_2016-07-27T08-23-36 series 300 plus_3,0.018058130796795645,0.032212373428425076,0.10168385032595391,1.275810459575031,6.937401294452413,1.3388052670662556,0.0932335036426749,0.3787392160921865,0.07441650370984686,2.648236598912555,0.09153784446885098,0.11132745872372164,0.05217805402893421,0.08824218443168386,0.06749219609013953,0.08640837840940892,301.58272406550617,359.9833948702382,57.24004239584201,193.8412458167179,309.4651782531348,7.369262919106632,90.0684210642496
CoffeeMachine,CoffeeMachine_2016-07-27T08-23-36 series 300 plus_3,0.018058130796795645,0.032212373428425076,0.10338392286644169,1.275810459575031,6.9595353604757255,1.3403935931373965,0.09536731262605513,0.35110945323464715,0.041059783467921725,2.516286848367904,0.09952687094378196,0.08375815989309261,0.03140493974783805,0.09338033310208686,0.08745942209385256,0.0687152849020729,300.3583516301641,331.6049503691918,354.35766077833534,293.4549863569924,251.31083745013223,18.35588104111389,40.44365729045262
CoffeeMachine,CoffeeMachine_2016-07-27T08-23-36 series 300 plus_3,0.018058130796795645,0.028633220813825147,0.11375059688207868,1.7076101260335275,6.282792257591902,1.3438059434111624,0.10635207143007507,0.37074084421897374,0.06889784923407426,2.4153454586548797,0.048848256572184445,0.08047919490041142,0.06374345750882984,0.05772545004241984,0.054786876009354425,0.05292926428522413,302.10409827212584,277.631330708955,300.91438978676246,287.1881531599913,135.41380584622954,22.600235086623655,281.6839687166753
CoffeeMachine,CoffeeMachine_2016-07-27T08-25-33 series 300 plus_4,0.014478978205074643,0.025054068222104146,0.11407096984637728,1.3691588612256302,5.619058176863085,1.3346916539282496,0.10899880619352503,0.3422416797726098,0.04886487336084981,1.95462435085521,0.08550769407015978,0.08295005057552624,0.05418594976040046,0.06539600805626414,0.055899357657943835,0.03420616400442737,300.6191302125545,78.62176961974376,102.2927071958755,81.9105289671889,6.046004229717141,246.91363709887594,227.38623801169717
CoffeeMachine,CoffeeMachine_2016-07-27T08-25-33 series 300 plus_4,0.014478978205074643,0.025054068222104146,0.11998218096512833,1.3691588612256302,5.553285883773163,1.3339091962048024,0.11352046426761196,0.298754071797892,0.053037785457016165,2.0602020547290643,0.06276394391906583,0.05947420842665164,0.04523611448558368,0.011753259736529392,0.06725230252970708,0.0710848139223188,302.5587618525524,98.47426857631817,64.34397787492469,101.83252492120539,122.07306492246022,227.9462827948612,187.37650733691976
CoffeeMachine,CoffeeMachine_2016-07-27T08-25-33 series 300 plus_4,0.014478978205074643,0.028633220836704075,0.11454652526544987,1.0229426315414112,6.320063134928922,1.3324898389602013,0.10767105366963395,0.30291424810707235,0.07369512392411487,2.2705282284716657,0.06922635475176141,0.05578714963328228,0.06426471685421248,0.037025556029516994,0.036262046317815495,0.10532648848525167,302.3731632327218,107.66991107918925,345.0633317183489,202.31339165912593,235.88752493150946,244.41160135304364,144.6091320161946
CoffeeMachine,CoffeeMachine_2016-07-27T08-25-33 series 300 plus_4,0.018058130796795645,0.032212373428425076,0.11185741172141796,1.275810459575031,7.068488695597358,1.3390616053126043,0.10467591927732693,0.33516564939116134,0.0613868647599321,2.159598417177712,0.06626750721737325,0.01609508640349929,0.037781249945843615,0.05053900828250339,0.023736836361414968,0.10899557206187108,299.50461188620415,121.48511051669715,266.10043278131104,270.1676612268757,12.917665627838005,125.04746481920927,113.30126084570978
CoffeeMachine,CoffeeMachine_2016-07-27T08-25-33 series 300 plus_4,0.018058130796795645,0.032212373428425076,0.0956716418430034,1.275810459575031,7.177535991093919,1.3363730279538135,0.09094593280740053,0.32756387264772213,0.06905018253000378,2.1794430742660427,0.04945225937209411,0.0801297506009335,0.09880395209459109,0.06594130363908253,0.058303697746743405,0.08350637228000267,296.82798969308135,68.12709855721562,193.4603923827413,243.08006792857873,327.6872883328343,145.00232683050092,113.44586731415006
CoffeeMachine,CoffeeMachine_2016-07-27T08-25-33 series 300 plus_4,0.018058130796795645,0.032212373428425076,0.11834382490390385,1.275810459575031,7.168746745710328,1.3399835122404555,0.11205082209870994,0.2933317139574195,0.05462605145786436,1.9563850667492229,0.08053032659574741,0.035031419456513474,0.14090318994788317,0.02299302938470706,0.04074437965660755,0.04879370418108395,301.3004220542708,60.76071910678388,281.53163129195934,227.98773796158628,173.28056470846445,102.1439034916159,120.28984749586675
CoffeeMachine,CoffeeMachine_2016-07-27T08-25-33 series 300 plus_4,0.018058130796795645,0.032212373428425076,0.12378674490177989,1.275810459575031,7.1121252339975936,1.3376346038014983,0.11646750648016939,0.35575220978175653,0.052657559202217014,2.068163849980258,0.07396944044351927,0.09836050677043269,0.09873795805711237,0.07813869796913421,0.025233363052413027,0.03999350496503417,303.36471691603214,34.92533182365719,298.08605106230385,231.77179391161349,128.39359864677664,78.46614301409522,89.44893223804365
CoffeeMachine,CoffeeMachine_2016-07-27T08-25-33 series 300 plus_4,0.018058130796795645,0.032212373428425076,0.1177494589209509,1.275810459575031,7.08802724383362,1.3388513634949466,0.1104392118572935,0.3301490571334257,0.05150504865890583,2.2903054941473076,0.09983918622566808,0.10129040197270102,0.0849051386423208,0.03591867807121656,0.044119637066397176,0.04419307244913651,303.9780390974902,23.199736204894677,289.4866175246726,261.6669151123616,42.87591485556294,198.74644416669975,150.57772162109683
CoffeeMachine,CoffeeMachine_2016-07-27T08-25-33 series 300 plus_4,0.018058130796795645,0.032212373428425076,0.12288176963430017,1.275810459575031,7.047095390460344,1.3361361986810687,0.11443961515102521,0.40828678466827256,0.044673177511008376,2.2337643374761336,0.15915807411690647,0.07003384016658278,0.058592266381136494,0.0886340650154856,0.10929132078290975,0.09379298623149006,305.39055246457724,22.067324452924147,307.0243333874666,201.46083960092795,84.53915042026648,162.61020884603442,131.3056735785505
CoffeeMachine,CoffeeMachine_2016-07-27T08-25-33 series 300 plus_4,0.018058130796795645,0.028633220813825147,0.11699227327556495,1.7076101260335275,6.244212330227614,1.343955790307792,0.10885914884939409,0.37611809946429176,0.050932888349911776,2.167997438568959,0.07195062548682668,0.06833415426116722,0.046374772843586536,0.08750768051268717,0.10127320638923394,0.062388951238983095,302.0814161381427,358.3952454288308,321.2865890731083,96.58501258044805,13.94440304127221,153.54584192496577,145.2065785113981
CoffeeMachine,CoffeeMachine_2016-07-27T08-26-30 series 300 plus_5,0.018058130796795645,0.032212373428425076,0.12432560959570026,1.275810459575031,7.0539839467086125,1.3400840872750401,0.11609879454768163,0.38486584043252725,0.04977519331323584,2.141506678232817,0.060399719998110876,0.06626288526593946,0.1150501719782936,0.08133357833551305,0.028508977075821822,0.06392618946345792,303.3225467298828,137.8438599342812,318.33645584443565,143.49687892077642,355.0763832145461,84.61742143625685,130.25808196439908
CoffeeMachine,CoffeeMachine_2016-07-27T08-26-30 series 300 plus_5,0.018058130796795645,0.032212373428425076,0.13869548567432516,1.275810459575031,7.049574447062893,1.3424474518707283,0.1291517009787977,0.39637890231135803,0.059185351651881664,2.064349811032602,0.10599394910857546,0.10678058244793166,0.08941432287994487,0.04867482288287467,0.0280144182538038,0.08316658476014681,306.43507782269893,179.75736128165832,221.21924075130724,92.42275557443203,353.8321583531946,194.3565848891938,125.36412231373471
CoffeeMachine,CoffeeMachine_2016-07-27T08-26-30 series 300 plus_5,0.014478978205074643,0.025054068222104146,0.12497344580288873,1.3691588612256302,5.487262102425079,1.342022382906244,0.11676016645608533,0.4134476053488049,0.04572115769344759,2.1958280961631553,0.04976570754597711,0.16874476386429024,0.08951016167870493,0.05604100063557126,0.015812811977624165,0.028605023768489606,304.25460241629446,222.57987245010185,200.76623975227406,86.46516659442,312.0312340592927,229.9811649210837,88.70877705578243
CoffeeMachine,CoffeeMachine_2016-07-27T08-26-30 series 300 plus_5,0.018058130796795645,0.032212373428425076,0.12455847205538985,1.275810459575031,7.0018656195470586,1.3381774776850175,0.11545486353254675,0.31147586035424557,0.03345566983815012,2.207780888061149,0.06596567737059054,0.05448972895335773,0.07910507656951912,0.046454918989364456,0.06777534099903021,0.03832536964047157,304.1384094408339,240.96538997238676,193.71209899503492,136.6147630181316,355.54045767368984,234.24361343777878,215.64315697487393
CoffeeMachine,CoffeeMachine_2016-07-27T08-26-30 series 300 plus_5,0.018058130796795645,0.032212373428425076,0.11327943046280657,1.275810459575031,7.0580862055861235,1.337888075424714,0.1056797263158216,0.3531365651523064,0.056462913266287634,2.1700058325122087,0.035830275797456644,0.11524521797634726,0.05185947697558935,0.018935370941662602,0.093767496342587,0.07590491113698548,300.92515282606223,187.24387585979093,43.21782712062668,203.27241354244597,255.88342609665233,210.01310964515926,169.13557273962988
CoffeeMachine,CoffeeMachine_2016-07-27T08-26-30 series 300 plus_5,0.014478978205074643,0.028633220836704075,0.11878256462729014,1.0229426315414112,6.249031195470843,1.335445330463665,0.11067372377470144,0.3079025124045608,0.05737616492424111,2.1862901368763534,0.06874681756072691,0.07365853923408976,0.050611799879989906,0.05496416602367416,0.05131175845080261,0.03746930801828938,302.13811050893224,71.08101807122662,39.906516241026225,283.6311956013728,54.3190512484299,194.2588924707269,149.8605011313399
CoffeeMachine,CoffeeMachine_2016-07-27T08-26-30 series 300 plus_5,0.018058130796795645,0.032212373428425076,0.12452349725583253,1.275810459575031,7.025055859048798,1.337455545455487,0.11576962952445323,0.25842621102475577,0.06446399554043143,2.024194923667437,0.09805307145135898,0.04695716247318996,0.03092801888342029,0.02819154116440437,0.051799000482526586,0.013602254767383125,300.4953445971524,21.329532023305916,347.7407603202587,316.48154237023937,267.1463392409991,229.25492993651295,221.13084517762033
CoffeeMachine,CoffeeMachine_2016-07-27T08-26-30 series 300 plus_5,0.018058130796795645,0.032212373428425076,0.12121812621156093,1.275810459575031,7.067657244949789,1.336548171374932,0.11329505016609512,0.2999317683786076,0.056682734102016706,2.033497983962383,0.02214401926340632,0.019080703671178534,0.027104654481747825,0.03855603570321312,0.013076193161958993,0.07048325812131054,300.038848165471,294.8594153031009,329.44958874865654,75.96987170838543,139.17922882006374,164.81460441450392,291.89775429941193
CoffeeMachine,CoffeeMachine_2016-07-27T08-26-30 series 300 plus_5,0.018058130796795645,0.028633220813825147,0.10749587266198564,1.7076101260335275,6.261228681792269,1.3362647937251269,0.10035678049034069,0.2923936170130095,0.05406865065658813,2.070029091929319,0.03959156441918138,0.004158945525001046,0.008167257275772782,0.03349613140182585,0.032619162077005055,0.05648134931299141,297.4511842989533,168.388518742245,275.3108751666685,193.80049605516228,127.43118144963887,100.63715284837212,290.53579597224007
CoffeeMachine,CoffeeMachine_2016-07-27T08-26-30 series 300 plus_5,0.018058130796795645,0.028633220813825147,0.09801028479913955,1.7076101260335275,6.303877500641686,1.3340467007882306,0.09192482473613543,0.2806844260361624,0.06801454214644764,2.013076649280088,0.020447892734326838,0.05116508785717872,0.019453755734912825,0.09751728930190702,0.035288297018722124,0.06800789533309483,295.33242560259873,344.89405833507186,99.26191177403916,44.28656817379829,128.02466228246453,218.74781235718547,170.16631718591918
CoffeeMachine,CoffeeMachine_2016-07-27T08-27-27 series 300 plus_6,0.018058130796795645,0.032212373428425076,0.11045799213315,1.275810459575031,7.120185436063951,1.3427172512594134,0.10412257158443647,0.3434172326032602,0.07242666879465624,2.0932806865776787,0.042911679828699804,0.024827725302753973,0.0033630686748052953,0.08689746761075008,0.025506923390994578,0.044010392212624906,297.71609162232426,39.982488148778685,259.7517756109515,357.8859184300675,193.40770787782208,113.42469831964132,180.26622278337925
CoffeeMachine,CoffeeMachine_2016-07-27T08-27-27 series 300 plus_6,0.014478978205074643,0.028633220836704075,0.11429892246498918,1.0229426315414112,6.329125215319838,1.3477258261923908,0.10750058456166336,0.38151088872314864,0.0605258440016229,2.2351967613390205,0.007480563074721901,0.03863447944649733,0.06614119070192366,0.10065874094303227,0.052598635796057606,0.0268925454622216,300.55706100003545,16.785495658742356,192.37762640009907,159.3424335196441,159.0576103211289,163.03808042415272,101.81468137768552
CoffeeMachine,CoffeeMachine_2016-07-27T08-27-27 series 300 plus_6,0.018058130796795645,0.032212373428425076,0.10989127343189291,1.275810459575031,7.147723403937255,1.34138975539784,0.10397112833714318,0.34015487830833957,0.0683640950352246,2.169222530517321,0.047829452313687196,0.0179281464823632,0.040973009909344514,0.0020507923029696373,0.06826975475676128,0.0759382807409434,299.3274633415786,152.59375654227898,94.98966965020452,159.56496550621804,135.76517536481822,165.64949787565007,250.45784194223728
CoffeeMachine,CoffeeMachine_2016-07-27T08-27-27 series 300 plus_6,0.018058130796795645,0.032212373428425076,0.10760584337063206,1.275810459575031,7.168749886117595,1.3386333452647474,0.10215702222445563,0.3645935561219613,0.07327182805545424,2.3132397301066336,0.020017935170679596,0.07887167254402429,0.03718703554326246,0.042912435408341276,0.0813147866527263,0.0904068480879591,302.95968509784285,73.15663568628366,44.606930900553266,110.10876078341005,176.13116506429094,117.32311351393184,238.11960849048342
CoffeeMachine,CoffeeMachine_2016-07-27T08-27-27 series 300 plus_6,0.014478978205074643,0.028633220836704075,0.10196299899300551,1.0229426315414112,6.35860378348855,1.339140815161503,0.09640182295841518,0.36722513791940364,0.08260238456308931,2.49908263802938,0.01878070165818029,0.11314008281799166,0.027834936766013983,0.06451305400270148,0.0849692739721308,0.07146308803814683,302.7125661377888,209.09782362063518,35.80249352893361,129.58546647314017,142.7884888247653,37.55022145420526,316.4066127351284
CoffeeMachine,CoffeeMachine_2016-07-27T08-27-27 series 300 plus_6,0.014478978205074643,0.028633220836704075,0.10653852263668324,1.0229426315414112,6.2644798718877475,1.3417992166240065,0.09946655954840165,0.3723350801925866,0.06464930199980334,2.374909654095837,0.02142317281382123,0.0816288916443303,0.030311502368303992,0.08815347672006739,0.06527683718010537,0.04389878462203605,301.16636039116156,132.42721769976356,31.460273400038204,237.3684094723409,120.80166273081244,19.132623878341633,350.48963983644023
CoffeeMachine,CoffeeMachine_2016-07-27T08-27-27 series 300 plus_6,0.014478978205074643,0.028633220836704075,0.11961634698575563,1.0229426315414112,6.21605655558809,1.3476439374085256,0.11075897207302622,0.36860452392840337,0.06522337752939818,2.3480570109800984,0.11118709695774223,0.039202055891391835,0.02063378563826662,0.08444732428734505,0.07521942997699263,0.06465811941861131,303.19152633479666,104.39995887755468,92.1564393345315,266.9129764376281,77.65367044477543,341.46487703418074,13.21373791466209
CoffeeMachine,CoffeeMachine_2016-07-27T08-27-27 series 300 plus_6,0.014478978205074643,0.028633220836704075,0.11238926923969611,1.0229426315414112,6.215237301263038,1.3462956028899595,0.10392103837014426,0.37455400066732136,0.05356166328067607,2.4878638255816172,0.05350499031315327,0.04693466010429367,0.08048812684076671,0.07418435378833325,0.036960471918296295,0.0233839393320726,303.12787893496653,126.12405510882509,126.70910356030481,356.10001706880365,90.33023881597995,296.96387724152106,83.34335109677403
CoffeeMachine,CoffeeMachine_2016-07-27T08-27-27 series 300 plus_6,0.018058130796795645,0.032212373428425076,0.11803973412413775,1.275810459575031,6.994408885815511,1.3404425152663388,0.109448258689856,0.3397188988704225,0.045418558959058664,2.415533024666004,0.029830961003569995,0.03145812734461182,0.03558677061639324,0.058076561799408566,0.08145337387810045,0.046450939664012224,304.31873510387686,110.72854612153424,348.811979596526,357.7006014586441,37.565902464303974,154.57695140177032,89.54298703293625
CoffeeMachine,CoffeeMachine_2016-07-27T08-27-27 series 300 plus_6,0.018058130796795645,0.032212373428425076,0.1191546800872703,1.275810459575031,6.953414793806883,1.3284049547991914,0.10966941551434703,0.381895315199301,0.03621854066739989,2.2916714882092446,0.05752962242543777,0.037872018296230554,0.021160407725725323,0.11552184299138728,0.13660127269240244,0.052947820830413356,302.6083133314228,44.36740931007017,65.26832007615985,106.65291410345765,358.75042542370045,132.23638683663592,72.26282988212836
CoffeeMachine,CoffeeMachine_2017-01-17T10-37-11 series 300 plus,0.008141520412760212,0.032212373531413284,0.14820674145681229,0.33823148571544215,3.713106480863448,1.1452644537356071,0.07354444002580468,0.26612085415116216,0.03962303917312845,-7.357179983147105,0.018470048776821752,0.02355557979584048,0.05399777263825293,0.03666876496895706,0.05297565924636673,0.06894363265767603,299.5313676925016,337.33977674534856,91.22591956588866,13.151503599264629,211.95736965198546,19.691483619862083,161.92475324436487
CoffeeMachine,CoffeeMachine_2017-01-17T10-37-11 series 300 plus,0.008141520412760212,0.032212373531413284,0.13977819305320704,0.33823148571544215,3.712996068945377,1.1444499755723965,0.0693835994051683,0.31071529844016266,0.07061870079332991,-7.947365005842762,0.06024599041101839,0.04453434808703195,0.0908844669648012,0.030313020191127683,0.07726440907779893,0.09617688858229965,300.4485694775332,352.73894689593254,31.196114210161454,303.64221948928997,228.7178191578261,5.53179793813905,216.97181446424736
CoffeeMachine,CoffeeMachine_2017-01-17T10-37-11 series 300 plus,0.008141520412760212,0.032212373531413284,0.12535323756491804,0.33823148571544215,3.695979959316804,1.145271868430163,0.0618608376348852,0.3903865588944791,0.07469424089338567,-8.529796613477075,0.1088525946946421,0.08330586134714314,0.08543596544596653,0.029095661611682165,0.07623706364202083,0.054522855992387986,298.9550660044938,13.596681014519563,121.06964973243063,230.6498510565161,174.97609157806417,45.444743525316,248.82655259680897
CoffeeMachine,CoffeeMachine_2017-01-17T10-37-11 series 300 plus,0.008141520412760212,0.032212373531413284,0.13390026060099966,0.33823148571544215,3.682348617732274,1.1444323061976862,0.06589430375815208,0.38429765227172946,0.06592322263989643,-8.486984726141143,0.0964549986198709,0.0694745331872756,0.11555603798012805,0.07895905240147512,0.05549667756388773,0.01449617980632373,301.0124042958,43.36026098211957,184.1614901778453,182.09677578146906,65.4909611212039,10.991998623169138,37.01720864454626
CoffeeMachine,CoffeeMachine_2017-01-17T10-37-11 series 300 plus,0.008141520412760212,0.032212373531413284,0.1567026647687226,0.33823148571544215,3.666021860486779,1.1447156107672602,0.07679103092375156,0.31373848004960425,0.04239776545611089,-7.698822634071274,0.10535068723580397,0.06317186752219252,0.06891584701413976,0.03830652278067641,0.03559068044525213,0.045043324851605705,303.08339366185135,77.15882295559965,129.8794260907418,184.14404888492436,45.69797173408449,341.5702485854358,262.4468963955293
CoffeeMachine,CoffeeMachine_2017-01-17T10-37-11 series 300 plus,0.008141520412760212,0.032212373531413284,0.16263938218296092,0.33823148571544215,3.668806744423355,1.145349655191604,0.07964792012200207,0.3080233206229033,0.040505599419447647,-7.565766556776733,0.04791043489427986,0.049762942202258915,0.048237857905695465,0.06885729133769561,0.027791683018113963,0.0773225101324459,303.6692818229936,121.15521390271061,101.39038873659052,230.02923426405266,123.94824541459627,321.4955882025713,188.54931283696305
CoffeeMachine,CoffeeMachine_2017-01-17T10-37-11 series 300 plus,0.011720673013057384,0.03579152613171046,0.15801393622646734,0.4869238724228996,4.11556806660186,1.1490706735246619,0.07821373461055164,0.3407719228492044,0.06075335354854804,-7.598673028813799,0.02787755869313007,0.04783718897525967,0.027228746334009016,0.1214373642113987,0.04734472895206007,0.08606036142130825,303.9126015069198,113.17078408883687,124.50180636151947,342.2042517167532,124.17501347768479,176.16907879811004,170.45634411497338
