file_name,P_bins,P,cluster1,cluster2,cluster3,cluster4,i_hm2/i_hm1,i_hm3/i_hm1,i_hm4/i_hm1,i_hm5/i_hm1,hf_2_1,hf_3_1,hf_4_1,hf_5_1,i_thd,P_F,Label,Is_test
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102053025,3,396.4867260518898,0,0,0,0,0.0008030119185924629,0.03180298519867509,0.00032009514188071714,0.01334830281763943,0.994948559404835,0.078383647024477,0.9866087594112843,-0.3073244525118052,0.04098728054655035,0.9330935741086972,BenchGrinder,0
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102053055,3,395.87759908200127,0,0,0,0,0.0020891939346273573,0.03214012129815586,0.00022448397467436675,0.01169958136500224,-0.24188160372096365,-0.24879494006420683,0.15846296559147335,0.24486557786835028,0.040941440942241364,0.9340140199315003,BenchGrinder,0
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102053246,3,393.10252583071093,0,0,0,0,0.003187249227853613,0.03265972271878025,0.00033897764677943515,0.0120388706728686,0.9546307997286522,-0.9646064154312276,-0.9897279703967402,-0.7050036112387859,0.04128760347396097,0.9329428799262808,BenchGrinder,0
BenchGrinder_KinFujiKBG2080_r4_MK2_20151102053347,3,388.5860565397973,0,0,0,0,0.0017632873209646317,0.031401105548008096,0.00041792199552797996,0.01095177800790118,-0.9854674108312936,-0.9490991981140698,0.26615522121985974,0.8605996058489895,0.040084545846714455,0.9337151177822076,BenchGrinder,0
CFL_IKEA15W_r1_MK2_20151012103604,0,13.360763844908659,0,0,0,0,0.0061111577882736546,0.12670746167848673,0.003484827593170617,0.0413437982047162,-0.8117620337726015,0.12128826620914512,0.9783177600780243,0.5305062918009306,0.1364284529615966,0.9770483075319859,CFL,0
CFL_IKEA15W_r1_MK2_20151012103623,0,13.915924873901751,0,0,0,0,0.003919058066573678,0.18470180778557915,0.0042035740626843,0.07199087623162416,0.48770067218168095,-0.3276643260571415,0.47515286008066154,0.6823149952347646,0.2025990324922632,0.9668827740391648,CFL,0
CFL_IKEA15W_r1_MK2_20151012103637,0,14.165816139979267,0,0,0,2,0.00843363997472838,0.1946442516009962,0.004150978862744553,0.06596070698657629,-0.4057249063752678,-0.8399088898295055,0.4532629968545627,-0.6394779510897408,0.20809900800958814,0.966606469425702,CFL,0
CFL_IKEA15W_r1_MK2_20151012103710,0,14.231503656170466,0,0,0,2,0.005524050654992968,0.19556130240764244,0.005397671160282236,0.0666642010522904,0.9255002489247295,-0.9950042328514763,-0.2726248643455911,0.933782152648115,0.20909438936032929,0.9670756301507382,CFL,0
CFL_IKEA15W_r1_MK2_20151012103735,0,14.5155551643959,0,0,0,0,0.007204588016104072,0.18926079712059005,0.002759028658713534,0.04133963971689137,0.025870221919204545,0.38702215368322823,0.7685250113391285,-0.1871343085959245,0.196129255669684,0.9693710682410396,CFL,0
CFL_IKEA15W_r1_MK2_20151012103755,0,14.617326884066484,0,0,0,0,0.006288266556400638,0.1713205055006521,0.0060552763772105545,0.0443741325361722,0.2248135948006328,-0.34889213974849337,0.9962640149367263,0.9888037711805059,0.17965234344246386,0.9715615044689646,CFL,0
CFL_IKEA15W_r1_MK2_20151012103821,0,15.04657125626442,0,0,0,0,0.005895128617294822,0.14465139852541856,0.0024127230400858225,0.06690751849953798,-0.25571582808382215,-0.9334402410117125,0.6209510697645964,0.04158600820768987,0.1633078133979709,0.9791980054035198,CFL,0
CFL_IKEA15W_r1_MK2_20151012103848,0,14.9286762861825,0,0,0,0,0.0055601216225922255,0.15795369359912248,0.002072335662371355,0.059781372669297166,-0.7813386308443951,0.18759487289035598,0.5561917745814422,0.9234022822935211,0.17261642166532834,0.977237319716066,CFL,0
CFL_IKEA15W_r1_MK2_20151012103903,0,15.076162088197346,0,0,0,0,0.005820927340861329,0.1419234374513497,0.0038395098702905845,0.06673873402683493,0.6596522970596675,-0.9724366855491242,-0.36143049187947207,0.7038863907720255,0.1606220706228564,0.9760413023729716,CFL,0
CFL_IKEA15W_r1_MK2_20151012103918,0,15.258383589325184,0,0,0,0,0.003599888996726441,0.12683396165729324,0.003903334677776141,0.06034204152210922,-0.15476145646737458,0.7400364586252813,-0.7441901401709349,-0.2145147916272631,0.14522676213283234,0.9809630253986814,CFL,0
CFL_PhilipsGenie8W_r6_MK1_20151229102659,0,8.663190793813408,0,0,0,1,0.0006461189337721622,0.9321349992047312,0.0014562083037264284,0.3512769177949017,0.9996194547278062,-0.7962693140361075,-0.62262363076863,0.9646237824609905,1.0907924274361664,0.6028503106578899,CFL,1
CFL_PhilipsGenie8W_r6_MK1_20151229102715,0,8.717778445141942,0,0,0,1,0.0027319478285456828,0.928084109432594,0.001093668017683934,0.3402516941511448,0.9995531083297468,-0.8974616925940323,0.8171424702103935,0.331098932363386,1.0836531743537847,0.6143861274864334,CFL,1
CFL_PhilipsGenie8W_r6_MK1_20151229102724,0,8.778697465923031,0,0,0,1,0.0033563436744093395,0.9255066906218504,0.0030360993681423643,0.34008100613344033,-0.30603219470348053,-0.9925086356260512,-0.9971904224182457,0.2210199229620338,1.0793458459349974,0.6131244753263636,CFL,1
CFL_PhilipsGenie8W_r6_MK1_20151229102734,0,8.799843177745487,0,0,0,1,0.0015118036852593006,0.9309806003388392,0.0013181022242478582,0.3451878968479334,-0.9869625767362427,-0.9072106341525137,-0.0351629379949348,-0.9620809110683778,1.0861829863640124,0.6144419441236999,CFL,1
CFL_PhilipsGenie8W_r6_MK1_20151229102743,0,8.875341241457287,0,0,0,1,0.0021371147348964773,0.9256556945834788,0.0020058850196908408,0.3328165415239601,0.9969318213066405,-0.7830984026509321,-0.9858254370986701,-0.917277565233177,1.0790884372366305,0.6226449176316827,CFL,1
CFL_PhilipsGenie8W_r6_MK1_20151229102756,0,8.999199889440208,0,0,0,1,0.001061304304700765,0.92032914424098,0.0034953040386060947,0.3270455033761681,0.9787321316395727,-0.6796816732190331,0.2009392415066287,-0.6103519293402935,1.0709493004012745,0.6200430830264199,CFL,1
CFL_PhilipsGenie8W_r6_MK1_20151229102805,0,9.025197189291713,0,0,0,1,0.0022605390531976717,0.9247784770770976,0.0027047980757603013,0.3304448791332893,-0.3058019557251832,-0.9009101200424996,0.5233476380844598,-0.9938856104024907,1.0763011018307378,0.6221408403128823,CFL,1
CFL_PhilipsGenie8W_r6_MK1_20151229102816,0,9.047393541562993,0,0,0,1,0.0006959742956383875,0.9251235748436479,0.001589144456428188,0.3318121630530553,0.11011260424168517,-0.9981182049881396,0.3114280434534305,-0.9304830472087516,1.0768596391123195,0.6252581525735929,CFL,1
CFL_PhilipsGenie8W_r6_MK1_20151229102825,0,9.028546528907672,0,0,0,1,0.0019164292093678602,0.9248668106055504,0.0056846098420858205,0.3330328699412236,0.3239811948976814,-0.9677633640492639,-0.11313262184036606,-0.2607165003143191,1.07517368299188,0.6273229905431561,CFL,1
CFL_PhilipsGenie8W_r6_MK1_20151229102835,0,9.0398010076482,0,0,0,1,0.0012274367954484644,0.9314846534487818,0.0013055111423110881,0.3385912219542721,-0.8966492002757399,-0.9654782980116247,-0.5270957217726079,-0.9421741195672159,1.0800693828059766,0.6152620688944841,CFL,1
CableModem_MotorolaSB5102_r8_MK1_20160515233311,0,3.705880132431345,0,0,0,1,0.011455627610453914,0.9174250851956308,0.017900713512053773,0.8515750686784749,-0.9795969511120662,0.021878873108551102,-0.4997179966427008,0.9653458801472053,1.794695336954803,0.4744738558143349,CableModem,0
CableModem_MotorolaSB5102_r8_MK1_20160515233319,0,3.6815806176184926,0,0,0,1,0.010737287190094254,0.9233985032105434,0.012777773569523265,0.8524006326750301,0.6537035744397233,0.14932659744729773,0.3485330931979639,0.4936757420403415,1.7949664345912362,0.4726938202996762,CableModem,0
CableModem_MotorolaSB5102_r8_MK1_20160515233326,0,3.6906686840075498,0,0,0,1,0.010281860564190616,0.919041071166418,0.015140280075848712,0.8476060336410779,0.25196035291410523,-0.8426876549334236,0.4451428036737048,-0.6032837182510381,1.78508933485605,0.474135555445721,CableModem,0
CableModem_MotorolaSB5102_r8_MK1_20160515233333,0,3.675064763849756,0,0,0,1,0.010460890725240129,0.9214357097604102,0.009987962474085165,0.8520945712650171,0.9763398583139581,0.44236054235844857,-0.27090170214294157,0.5471068683842928,1.8023180876244556,0.472696433242049,CableModem,0
CableModem_MotorolaSB5102_r8_MK1_20160515233340,0,3.6894718859941165,0,0,0,1,0.01781100975916367,0.9197582087070659,0.016405477737177106,0.8471775163997884,-0.5664874075250538,0.5908819782174214,0.5898364512649459,0.49056754673127706,1.7844867634109811,0.4765511122472671,CableModem,0
CableModem_MotorolaSB5102_r8_MK1_20160515233347,0,3.6985594692221087,0,0,0,1,0.01756564516924144,0.9172317039601172,0.017213207724231742,0.8473437004753291,0.9760570833361323,0.38187396162193743,-0.9973537142920316,0.6788831488401948,1.7564304979680905,0.481326745611029,CableModem,0
CableModem_MotorolaSB5102_r8_MK1_20160515233354,0,3.6914588778258,0,0,0,1,0.009072479271886508,0.9158589491654489,0.013983389918920106,0.8418440730355042,0.9686489876755944,0.15950105337609444,0.9999246999754562,0.8003988907285853,1.75412858398447,0.4797917110277744,CableModem,0
CableModem_MotorolaSB5102_r8_MK1_20160515233401,0,3.712160429074984,0,0,0,1,0.016447453387236608,0.9205421983671822,0.018265438998418367,0.8450572942931206,0.7694308389608201,0.6797653581012182,0.007214443646572532,-0.11894926225825316,1.7553364418795516,0.4806090965029817,CableModem,0
CableModem_MotorolaSB5102_r8_MK1_20160515233410,0,3.686739875903865,0,0,0,1,0.008036908605255905,0.9175810242051344,0.010400964115622722,0.8435190460148329,0.5931465778371593,0.47524301879530484,0.98152319332666,0.7866607910972984,1.7413552255328033,0.4843092359283112,CableModem,0
CableModem_MotorolaSB5102_r8_MK1_20160515233417,0,3.685918775882753,0,0,0,1,0.011823150918544195,0.9217530081697876,0.015936584226018534,0.8503433525190188,-0.18355316998089702,-0.6873100971811338,0.1321058328163269,-0.35148347579743283,1.7947569132182069,0.4736563140899214,CableModem,0
CableReceiver_MotorolaDCT700_r8_MK1_20160515235205,0,7.920138247857418,0,0,0,1,0.007840418531568088,0.918237245901138,0.009103386603763385,0.7747038896094008,0.19861080339411338,0.447818832757748,-0.4193036059040471,0.7307010247050095,1.4321504458902856,0.555284662919736,CableReceiver,0
CableReceiver_MotorolaDCT700_r8_MK1_20160515235214,0,7.9579593311073,0,0,0,1,0.006962952387142957,0.9146935486591382,0.009148174386924621,0.7735733536684538,0.2401265026887984,-0.0338512969088597,0.033956099545063706,0.9995363951726404,1.4313933486160664,0.55556916645549,CableReceiver,0
CableReceiver_MotorolaDCT700_r8_MK1_20160515235221,0,7.969695724089958,0,0,0,1,0.0066486935995698675,0.9110507337658986,0.008012846706625608,0.7719243862630686,0.05015522578887485,0.20449017750963036,0.8098405609227831,0.9811068456548168,1.4254155696070214,0.5563746027844869,CableReceiver,0
CableReceiver_MotorolaDCT700_r8_MK1_20160515235230,0,7.947280843436935,0,0,0,1,0.009726957008570163,0.914359146697258,0.007527703970720044,0.7701310500931846,-0.12423769791122864,0.34887819058846303,-0.9680961733386068,0.7724617605695069,1.4234116102227965,0.5578466949884665,CableReceiver,0
CableReceiver_MotorolaDCT700_r8_MK1_20160515235239,0,7.901585249447738,0,0,0,1,0.007060414062285195,0.915544301271957,0.008627664664128664,0.7687774784130625,0.760051343608139,0.5672242786006737,0.10155641745822683,0.5139105400550625,1.414276709602828,0.5594240302778846,CableReceiver,0
CableReceiver_MotorolaDCT700_r8_MK1_20160515235249,0,7.9358676127333405,0,0,0,1,0.010833422460109668,0.9146335726692204,0.010881997871188556,0.7717379093816218,0.3970870787645711,0.12446233062774732,-0.16696589028080802,0.9909116568948322,1.42775314426365,0.5561621928984306,CableReceiver,0
CableReceiver_MotorolaDCT700_r8_MK1_20160515235256,0,7.882537727634213,0,0,0,1,0.008990946595868807,0.9189933661585036,0.009787391650358844,0.7754721244366921,-0.49702416353269857,0.19281180149829968,-0.5820292280190471,0.9007177532407541,1.429959560026666,0.5550715442931116,CableReceiver,0
CableReceiver_MotorolaDCT700_r8_MK1_20160515235303,0,7.9071045029907845,0,0,0,1,0.007212021126681976,0.9164500549636532,0.008814259525957348,0.7744200416077963,-0.9357459981166383,0.2202603014912334,-0.44927225821884204,0.9472159613101776,1.4306100500208867,0.5554939481088497,CableReceiver,0
CableReceiver_MotorolaDCT700_r8_MK1_20160515235310,0,7.958091499816932,0,0,0,1,0.009788167245514342,0.9095923464510184,0.009346911164603568,0.7600258743081276,-0.37594452539180356,0.36921750992234426,-0.5340742204319263,0.7047179594624833,1.3988369938707674,0.5628129666581935,CableReceiver,0
CableReceiver_MotorolaDCT700_r8_MK1_20160515235317,0,7.9847075062031845,0,0,0,1,0.006727675002927693,0.9112952205039884,0.008969120544448851,0.7714600878485673,-0.06158815272639039,0.08954561521190148,-0.9959002837914762,0.9996848383291207,1.4326720693884785,0.5546528897195286,CableReceiver,0
Charger_Asus_r5_MK2_20151101065144,0,6.1360390519565415,0,0,0,1,0.020756870992762168,0.9491043668220538,0.017263877200505054,0.7229438486432949,0.12456279340901497,-0.9501093668671777,0.0979625098925939,-0.9965296128728919,1.4598097398169332,0.5419488981917662,Charger,0
Charger_Asus_r5_MK2_20151101065154,0,6.337098460487777,0,0,0,1,0.004826196904284734,0.9515894281678894,0.0023359306321813953,0.7162006551620849,0.9870258887338668,-0.6045596515262076,-0.31163685492621523,0.6918073657685614,1.4591619371981772,0.5384035835396835,Charger,0
Charger_Asus_r5_MK2_20151101065202,0,6.459064655168205,0,0,0,1,0.002403790440126384,0.9442923571451786,0.006779144872852923,0.7159230653054381,-0.9409377631307396,-0.9258027840285796,-0.9806223795323635,0.23626458945865322,1.4588997676671156,0.5418149404231855,Charger,0
Charger_Asus_r5_MK2_20151101065212,0,6.1912326635723005,0,0,0,1,0.014819546286998397,0.954089152640494,0.01911765735564573,0.7198216587385716,0.9923279027769875,-0.9422082018520842,0.2253546618578529,-0.448043522757979,1.4728145920953746,0.5385661805885072,Charger,0
Charger_Asus_r5_MK2_20151101065221,0,6.476447478922349,0,0,0,1,0.002856253319369834,0.9497095825886668,0.007902615028245309,0.7148867978244614,-0.981014748729343,-0.9042598674400418,0.9809709814219576,0.455266513667608,1.4693218619294262,0.5410137594192966,Charger,0
Charger_Asus_r5_MK2_20151101065230,0,6.481853999062929,0,0,0,1,0.007443307338407495,0.9471446426343936,0.012619041086705446,0.7143742018427148,0.5671204750925151,-0.9998184701669797,-0.9996449128406456,-0.013178518265651175,1.4666866929488318,0.5425270130193137,Charger,0
Charger_Asus_r5_MK2_20151101065239,0,6.381589743994732,0,0,0,1,0.0022100547941381827,0.9467747244248621,0.005313231945616177,0.7133450252158413,0.9140837127868359,-0.9269384105674471,-0.8349166028068624,0.028326499890078356,1.461852326206505,0.5434088007995475,Charger,0
Charger_Asus_r5_MK2_20151101065248,0,6.4855679285216725,0,0,0,1,0.003910293798471137,0.93859744157763,0.004109743483817696,0.7118544555783769,0.5090310948063489,-0.6590776088913104,0.9435948186659356,-0.9170646883020904,1.4298905788104952,0.5503761859343139,Charger,0
Charger_Asus_r5_MK2_20151101065258,0,6.441407582720121,0,0,0,1,0.009002678818915606,0.945949875011892,0.0073374432208750204,0.719044657373891,0.16801458661589785,-0.994344015886545,-0.6369196658941065,-0.2727623493919928,1.4565106963689962,0.5411784430104521,Charger,0
Charger_Asus_r5_MK2_20151101065310,0,6.43476472100234,0,0,0,1,0.01887971630885996,0.943162553758742,0.018516410353564685,0.7177919261777982,-0.13710155421857836,-0.6890950089011794,0.7827995460047779,-0.9931024784847106,1.4453199639407996,0.5426498863743792,Charger,0
Charger_Blackberry_r5_MK2_20151028181020,0,5.858792765054918,0,0,0,1,0.007252708381929584,0.9524608763655108,0.012298765021606073,0.8035646207062057,0.8263284987438202,-0.03753844022228753,-0.5888241160775721,-0.9994618395399852,1.6587390173258951,0.3556496261937601,Charger,0
Charger_Blackberry_r5_MK2_20151028181030,0,5.814869652584661,0,0,0,1,0.010132296561835268,0.959972820436704,0.01522794891677193,0.8111778655565515,-0.012292342729025435,0.967049806728413,-0.9979156018289475,-0.7609121200964729,1.6705258380984582,0.3531330784402644,Charger,0
Charger_Blackberry_r5_MK2_20151028181102,0,5.908173585281264,0,0,0,1,0.005878398147176582,0.9535374799497154,0.003766446520472743,0.8022796343874875,-0.9772004458933823,0.9564777067048192,0.6565436265369098,0.8077842514187892,1.6322787571053083,0.3570732308332951,Charger,0
Charger_Blackberry_r5_MK2_20151028181112,0,5.9241465955797485,0,0,0,1,0.01846333116321079,0.9554226159822956,0.028452186065942325,0.8040157571120965,-0.049798421488305274,0.9612474892688065,-0.9942572412585278,-0.4654247608914619,1.6532583977249018,0.3569458147432455,Charger,0
Charger_Blackberry_r5_MK2_20151028181201,0,5.865554648516254,0,0,0,1,0.004019933312535894,0.9552079165043,0.010106044597849384,0.801065905401678,0.6017085339403765,0.8684483301024505,0.3677691491247172,0.044278073009884115,1.6302561224985936,0.35666354726784955,Charger,0
Charger_Blackberry_r5_MK2_20151028181212,0,5.910074468119844,0,0,0,1,0.010009942573421504,0.9548670697969444,0.017787157162271902,0.8006030422525487,0.9672946067976523,0.670296155719195,0.991516095357096,-0.8416289550216112,1.653278270751393,0.3586178753778909,Charger,0
Charger_Blackberry_r5_MK2_20151028181319,0,5.971019523717574,0,0,0,1,0.020701487704041274,0.945831623834274,0.015992174073039208,0.7951290264088178,0.2670886222463437,-0.9085031325188032,-0.5534380005978544,-0.10754770429683963,1.644197535623012,0.3561282787689545,Charger,0
Charger_Blackberry_r5_MK2_20151028181334,0,5.941979088659487,0,0,0,1,0.007872782492967391,0.9505496930783286,0.011764870007314509,0.7958542380179906,0.7200704151775287,-0.38393240506759213,-0.9984598943437695,-0.9302152764476906,1.6490093301943358,0.3591916618515095,Charger,0
Charger_Blackberry_r5_MK2_20151028181408,0,5.96302850797105,0,0,0,1,0.012428657380964088,0.9441407392799928,0.024156832435821517,0.7871011447112786,-0.8075789424028915,-0.21739708279382297,-0.9469427793774421,-0.9419531045531583,1.6120560996190392,0.36317471451871297,Charger,0
Charger_Blackberry_r5_MK2_20151028181823,0,5.938236710688522,0,0,0,1,0.01026986305773374,0.9509945519721881,0.017189695651507866,0.7974075284052726,0.9999977749896195,0.3554038192479932,0.8721224337988913,-0.8592209612883732,1.6500832482003094,0.35302268200937365,Charger,0
Charger_Hahnel_r3_MK2_20151122125920,0,9.817778890479287,0,0,0,1,0.005576788393050894,0.9039728063577314,0.0020302758503032607,0.6168831117253524,-0.7313520119281751,-0.9710804544739577,-0.4015681702695711,0.8798607737618606,1.3861576371907278,0.5453022216084148,Charger,0
Charger_Hahnel_r3_MK2_20151122125934,0,9.782383078591813,0,0,0,1,0.0020208066184349907,0.9035287828619653,0.001903543428928257,0.6146760207634041,-0.9790888088892068,-0.9840357943799887,-0.5350690297113289,0.9813803064794285,1.3877432921458177,0.544885934136916,Charger,0
Charger_Hahnel_r3_MK2_20151122125945,0,9.741043498298952,0,0,0,1,0.001408217970013051,0.9071207488078814,0.003017568303945066,0.620537486363319,0.9940896279551961,-0.9278846892409796,0.9946901315629528,0.9484124434434928,1.3926062507472994,0.5423945629700628,Charger,0
Charger_Hahnel_r3_MK2_20151122125957,0,9.762498126898338,0,0,0,1,0.003660042193186826,0.9066778924071871,0.0026589465675355512,0.6174323473322861,0.9638563484220171,-0.9691995085230302,0.4359068010863181,-0.09980577717294006,1.344596442680792,0.5554989832888845,Charger,0
Charger_Hahnel_r3_MK2_20151122130007,0,9.736570989289143,0,0,0,1,0.001279861157735225,0.9070119237729456,0.0035173610237878693,0.6149624667410291,0.6128967214970408,-0.9307130534864004,0.6274819712929652,0.9929977527975393,1.3989832701558569,0.5415198665225311,Charger,0
Charger_Hahnel_r3_MK2_20151122130014,0,9.703021281663794,0,0,0,1,0.0010582489976101552,0.9079573005662299,0.0020992883395810585,0.6206065850576238,0.9996064547700582,-0.9999443237040658,0.5392566178250732,0.8647938440908253,1.3836133278582792,0.5449426411633076,Charger,0
